Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
CC(C)N1CCc2cc(C(=O)NCc3ccncc3)ccc21, fitness:1.31386681505
CC(=O)Nc1cccc2nc(COc3cccc(C(C)=O)c3)[nH]c12, fitness:1.12783554977
Cc1cccc(CNC(=O)CSc2nnnn2C(C)C)c1F, fitness:1.22789623946
Cc1ncc(CN2CCN(C(=O)c3cccs3)CC2)s1, fitness:0.417456687213
Cc1onc(CN2CC3CC(=O)C(C2)N(C(=O)c2ccccc2)C3)c1C, fitness:-1.42827143442
Cc1cccc(NC(=O)c2ccc(-n3ccnn3)cc2)n1, fitness:0.171550140458
Cc1ccc2nc(NC(=O)c3cc(C)nn3C)sc2c1, fitness:0.40956331965
CCN(C(=O)c1cccc(OC)c1OC)C(C)C#N, fitness:0.00465932010843
Cc1cccc(NC(=O)C2CN(C(=O)c3ccccc3)C2)n1, fitness:0.100797511478
CC(C)CNC(=O)c1ccccc1S(=O)(=O)NC1CC1, fitness:0.0570659143108
Cc1cc(C)cc(OCCN2C(=O)Cc3ccccc32)c1, fitness:0.0309475534596
CCS(=O)(=O)N(Cc1cccc(C(=O)OC)c1)C1CC1, fitness:0.241782255489
CC(=O)NCC1CCCN(C(=O)c2cc(Br)cs2)C1, fitness:0.860089246299
Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)o1, fitness:1.17913444775
CCc1conc1CNC(=O)C1NC(N)(c2cccnc2)CC1=O, fitness:0.612345135149
COCC(=O)NCc1cccc(NC(=O)c2cc(Cl)c[nH]2)c1, fitness:1.06847250855
CC1CCC(NS(=O)(=O)c2ccc(C(N)=O)cc2)CC1, fitness:0.00371134604219
O=C(NCc1ccccc1F)c1cnc2sccn2c1=O, fitness:1.18117111882
CC(Oc1cccc(C#N)c1)C(=O)NCC(O)c1ccccc1, fitness:0.700902180447
Cc1ccc(NC(=O)c2cccn2-c2ncccn2)c(O)c1, fitness:0.475469637263
Cc1ccnc(CC(=O)NC2CCCCN2c2cncnc2C2CC2)c1, fitness:0.972463392627
CC(c1ccccc1)N(C)C(=O)C1CCN(C(=O)c2cccc(F)c2)C1, fitness:0.753758539778
CC(C)n1ccc2ccc(C(=O)Nc3cnn(CC(N)=O)c3)cc21, fitness:1.13547706539
Cc1cccc(C)c1N(Cc1ccsc1)S(C)(=O)=O, fitness:0.00359648988395
Cc1noc(C2CCCN2C(=O)c2ccc(F)cc2)n1, fitness:0.380474580899
Cc1ccccc1C(=O)N1CCNCC1(N)c1nnnn1C1CC1, fitness:0.783630504034
Cc1cocc1C(=O)N1CCCCC1Oc1ccncn1, fitness:0.963190280077
CCN(CC)C(=O)c1ccccc1NCc1ccoc1, fitness:0.0439018916658
Cc1nc(-c2ccccc2S(=O)(=O)N2CCOCC2)no1, fitness:0.103695961682
COc1cccc(C(=O)NCC#Cc2ccccc2)c1, fitness:0.0542540200248
O=C(NCc1ccncc1)NCC1(c2ccc(Cl)cc2)CC1, fitness:0.0376376404409
CC(C)c1noc(CN(C)Cc2ccccc2-n2cccn2)n1, fitness:1.03782102818
CC(C)CN1CCN(C(=O)Cc2ccccc2N)CC1, fitness:0.0160734871373
C#CCOc1ccc(CNC(=O)c2ccc3cccnc3c2)cc1, fitness:1.31177831304
CC(=O)c1cscc1C(=O)N1CCCc2c(F)cccc21, fitness:0.155649764228
CC(NCc1ccncc1)C(=O)Nc1cnn(-c2ccccc2)c1, fitness:0.981955822924
CC(C)C(=O)NCc1ccccc1C(=O)N(C)C1CC1, fitness:0.0494952835421
CCN(CC)C(=O)c1ccccc1NC(=O)c1ccco1, fitness:0.0267948002703
CN(CC(=O)Nc1nccs1)c1cccc(C(F)(F)F)c1, fitness:1.52325780965
CCN(Cc1ccc(F)cc1)C(=O)CNC(=O)c1ccccc1C, fitness:0.231613091851
COc1ccc(-c2nnc(NC(=O)c3cncc(C)n3)o2)cc1, fitness:1.02241975465
Cc1nc(CN(C)C(=O)Cc2ccccc2OCC#N)no1, fitness:1.14286215683
CCn1cc(C(=O)Nc2ccc(-n3cccn3)cc2)c2sccc21, fitness:1.14732083638
Cc1ccc(C(C)NC(=O)c2cc(F)ccc2F)o1, fitness:0.0267861037738
O=C(Cn1nc(-c2ccoc2)oc1=O)N1CCC(c2cccs2)CC1, fitness:0.669812776704
Cc1cccc(NC(=O)c2ccncc2OCC(F)F)c1F, fitness:1.17849307497
CC(NC(=O)NC(c1ccccc1)C1CC1)c1cccc(F)c1, fitness:0.0486466082772
Cc1[nH]cc(C(=O)Nc2nc3c(s2)NC(N)C=C3)c1C, fitness:0.711745456294
CC(=O)Nc1cc(C)ccc1C(=O)NCc1nc(C)n[nH]1, fitness:0.391057384696
CN(Cc1ccccc1)C(=O)c1ccccc1NS(C)(=O)=O, fitness:0.0125591833357
COc1cc(C)cc(NC(=O)Cc2nc3ncccn3n2)c1, fitness:1.66219025113
CCn1cc(C(=O)Nc2nc3ccc(C)c(C)c3s2)cn1, fitness:1.54801480293
Cc1cc(NC(=O)C(O)(O)C(F)(F)F)cc(N2CCC(=O)C2)c1, fitness:0.419389462288
CC(C)NC(=O)c1ccc(S(=O)(=O)NCc2cccnc2)cc1, fitness:0.424410302255
COC(=O)CC1COC(N)(c2c(OC)cccc2OC)CN1, fitness:0.228729022495
C#Cc1cccc(NC(=O)CC(C)c2ccccc2OC)c1, fitness:0.911605330099
Cc1cncc(NC(=O)c2ccc(NC(=O)C3CC3)cc2)c1, fitness:0.0645603220535
Cn1c(C(=O)NCc2ccc(F)cc2)cc2cc(F)ccc21, fitness:0.032594583508
COc1cccc(OC)c1CNC(=O)c1cc(N)n[nH]1, fitness:0.0775334149223
CC1(C)CCCC(NC(=O)Cc2ccccc2N2CCC(=O)C2)C1, fitness:0.650855967582
C=CCN(Cc1ccc(OC)cc1)C(=O)c1cccc(C)n1, fitness:0.654630562279
Cc1nc(C2CCCN2C(=O)c2ncc(-c3ccoc3)s2)no1, fitness:0.856796294902
CCOc1cccc(C(=O)NCC(O)c2ccccc2F)c1, fitness:0.900841294417
CC(=O)Nc1cc(F)cc(NCc2nc(N3CCCC3)cs2)c1, fitness:1.08945681713
Cc1ccccc1NCC(=O)N(C)Cc1ccsc1, fitness:0.116009423126
CC(C)CN(CC(F)(F)F)C(=O)c1cccs1, fitness:0.000764887030349
COc1cc(OC)cc(C(=O)N2CCOCC23CCCC3)c1, fitness:0.0226371320137
CC(=O)N1CCNCC1(N)c1noc(-c2cccc(F)c2C)n1, fitness:0.809376558739
COc1ccc(C)c(OC)c1C(=O)N(C)CC(C)C#N, fitness:0.0113675265037
CC1=CC(C)N(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1, fitness:0.0124274681433
Cc1cnc(CC(=O)Nc2cn(Cc3ccccc3)nc2C)s1, fitness:1.20009855326
Cc1sc2ncn(CCOc3cccc(F)c3)c(=O)c2c1C, fitness:1.36390030295
Cc1cccc(NC(=O)Cn2cccc(C(F)(F)F)c2=O)c1, fitness:0.444891247856
Cc1ccc(NC(=O)COc2ccccc2C#N)c(C)c1, fitness:0.313840938156
COc1cc(CNC(=O)c2ccccc2F)ccc1OC(F)F, fitness:0.582029200912
Cc1cn2nc(SC(C)C(=O)Nc3cccc(F)c3)nc2nc1C, fitness:1.20026088543
CCn1c(CNC(=O)c2ccccc2)nc2ccccc21, fitness:0.0446696042047
O=C(CCn1cncn1)Nc1cc(Cl)ccc1OCC1CCCO1, fitness:0.00880962605212
CC(=O)Nc1ccc(NC(=O)c2ccc3noc(C)c3c2)cc1, fitness:0.0370540612825
C#CCN1CCN(C(=O)NC(C)c2cccc(OC)c2)CC1, fitness:0.846399685979
CC(=O)Nc1cccc(C(O)c2cc(C)cc(C)c2)c1, fitness:0.00331343342996
Cc1coc(-c2ccccc2C(=O)N2CCOCC2)n1, fitness:0.0927390100324
CC(C)CN(Cc1ccc(C#N)cc1)C(=O)c1ccccc1F, fitness:0.153339871236
Cc1nc(-c2ccc(NC(=O)CC34CCC(CC3)C4)cc2)no1, fitness:0.782830263719
CC(C)n1cc(C(=O)NCc2ccccn2)c2ccccc21, fitness:0.503500428128
Cc1cncc(C(=O)N2CCCCC2Nc2ncc3ccsc3n2)c1, fitness:1.10652593837
O=C(CCn1ccccc1=O)N1CCCCC1c1nc[nH]n1, fitness:0.669876876111
CC(C)Oc1ccccc1C(=O)NCc1cccnc1, fitness:0.179292034382
NC(=O)C1CCN(C(=O)Cn2nccc2Br)CC1, fitness:0.0260521867024
CN(Cc1ccc(F)cc1)C(=O)c1ccc(OCC(N)=O)cc1, fitness:0.0450643602781
Cc1onc(CN2CCN(C(=O)c3ccccc3F)CC2)c1C, fitness:0.52299354403
O=C(NCc1ccccc1OCc1ccncc1)c1ccccc1F, fitness:0.346265395561
CN(CC(=O)NC1CC1)C(=O)c1cc(Br)ccc1Cl, fitness:0.179569831616
COc1ccc(-c2nnc(NC(=O)CC3CCCC3)o2)cc1, fitness:0.56599742145
Cc1cccc(C(=O)NCc2cc(-n3cncn3)ccn2)c1C, fitness:1.66029645265
Cc1cccc(OCC(=O)N(C)CCOc2ccccc2F)c1C, fitness:0.00237363033475
Cc1noc(C2CN(C(=O)c3ccc(C)o3)C2)n1, fitness:0.0520566252711
COc1cc(CN(C)C(=O)Cc2cscc2C)cc(OC)c1, fitness:0.0367606127012
CCN(CC)C(=O)Cn1c(=O)ccc2cc(N)ccc21, fitness:0.0310262266612
Cc1noc(CN(C)C(=O)Cc2cccc(OCC#N)c2)n1, fitness:1.30762503154
CC(=O)N1CCN(CC(=O)NC2CCCCC2C)CC1, fitness:0.0024915522982
Cc1cc(C(=O)NC2CCCCC2)ccc1OCC1CCCO1, fitness:0.978416387992
Cc1cc(NC(=O)C(C)NC(=O)C2CCCC2)cc2ncccc12, fitness:1.46124458107
Cc1onc(CN2CCN(C(=O)c3ccsc3C)CC2)c1C, fitness:0.45209526177
Cc1ccc(CNC(=O)Cc2ccc(O)cc2)s1, fitness:0.0067366883771
CCn1c(=O)[nH]c2cc(C(=O)Nc3nc(C)cs3)ccc2c1=O, fitness:1.47096001283
CC(C)N(Cc1ccccc1)C(=O)CN(C)C(=O)c1ccccc1, fitness:0.00421381037929
CC1CCCN(C(=O)CNc2ccccc2C#N)C1, fitness:0.600452016004
COc1ccc(CCNC(=O)c2cn3cc(C)ccc3n2)cc1, fitness:1.26641344994
Cc1ccc(N2CCN(Cc3nnc(C4CC4)o3)C(C)C2)cc1, fitness:0.39495501634
Cc1ccccc1CNC(=O)NCc1nnc2n1CCCCC2, fitness:-1.55399858042
CC(C)NC(=O)CSc1nnnn1-c1ccccc1F, fitness:0.732972895999
COc1ccccc1C(=O)NCC(=O)c1ccsc1, fitness:0.046403437682
Cc1cccc(NC(=O)C2CC(=O)N(CC(F)(F)F)C2)c1, fitness:1.06913866354
COc1cccc(NC(=O)Cc2nc(-c3ccoc3)c(C)o2)c1, fitness:1.25348306438
Cc1ccc(COC(=O)C2C(=O)CCN2C2CC2)cc1, fitness:0.057042061357
C=CCn1nnc(NC(=O)c2ccc(OC)c(OC)c2)n1, fitness:1.31491733758
COC(=O)c1cccc(NCc2noc(C(C)C)n2)c1F, fitness:0.959822754797
CC(C)NC(=O)c1cc2ccccc2cc1NC(=O)c1ccncc1, fitness:0.0426820623111
CC(C)CNC(=O)c1cc(OCC(N)=O)cc2ccccc12, fitness:0.437726675182
N#Cc1cccnc1NCC1(c2cccc(F)c2)CCOCC1, fitness:0.881646655994
Cc1c(NC(=O)CC2CCOC2)cccc1C(C)C, fitness:0.312957223946
CC(Cc1ccccc1F)NC(=O)C1CCCN1S(C)(=O)=O, fitness:0.857271350726
CCS(=O)(=O)N1CCC(C(=O)Nc2ccccn2)CC1, fitness:0.323789936121
CCN(Cc1ccccc1)C(=O)c1ccc(=O)n(CC(=O)N(C)C)c1, fitness:0.279825646108
O=C(c1ccccc1NCc1noc(C2CC2)n1)N1CCCC1, fitness:1.03761218619
COc1ccccc1C(=O)NCc1ccnc(OC(C)(C)C)c1, fitness:1.32612868796
COc1cccc(OC)c1NC(=O)c1cncc(C)n1, fitness:0.0101200361082
N#Cc1ccccc1NC(=O)NCC1(c2ccsc2)CC1, fitness:0.615566379042
Cc1cccc(-c2nc(Cn3c(=O)n(C)c4ccccc43)no2)c1, fitness:1.24437639763
O=C(NCCNc1cc(C2CC2)ncn1)c1ccccc1Cl, fitness:1.06861187547
Cc1cccc(C)c1OCC(=O)N1CCNCC1(N)c1conc1C, fitness:0.655784376833
Cc1ccc(NC(=O)CSc2c(C#N)ncc(N)c2C#N)cc1, fitness:1.06331311535
CC(=O)N1CCN(C(=O)Cn2cnc(=O)c3ccccc32)CC1, fitness:0.0776195211578
CC1CCCCC1NC(=O)c1cccn(Cc2ccccc2)c1=O, fitness:0.683053275981
NC(=O)C1CCN(C(=O)Cc2cc(-c3ccc(Cl)cc3)on2)CC1, fitness:0.866643784898
CC1CCCCN1C(=O)CNC(=O)CSc1ccc(Cl)cc1, fitness:0.796510356551
Cc1cncc(C(=O)Nc2nnc(C(F)(F)F)s2)n1, fitness:0.0415616053007
O=C(NCC1CC1)C1CCCN1c1ncnc2[nH]cnc12, fitness:0.767856582333
COc1cccc(OC)c1NC(=O)Cc1ncc2sccn12, fitness:0.919977173139
Cc1cccc(C)c1NC(=O)CN(C)Cc1nc2ccccc2c(=O)[nH]1, fitness:1.33444271349
CC(C(=O)N1CCCC1)c1nc2ccccc2n1C(C)(C)C, fitness:0.0593960931153
Cc1cc(F)cc(NC(=O)c2ccncc2N2CCCC2)c1, fitness:1.47625814934
Cc1sc(C)c(C(=O)NCC2Cc3ccccc3O2)c1C, fitness:0.260953802902
CCN(C(=O)c1cccc(NC(=O)C2CC2)c1)C(C)C#N, fitness:0.90741400429
CC(NC(=O)CSc1ccccn1)c1ccc(Cl)cc1, fitness:0.144748179419
CCC(C)NS(=O)(=O)c1ccc(C)c(NC(=O)C2CCCO2)c1, fitness:1.0322707079
CC(C)n1ncc2ccnc(NC(=O)NCc3ccccc3)c21, fitness:1.21142021538
Cc1ccc(O)c(C(=O)NCc2cccnc2OC2CCCC2)c1, fitness:1.38523314343
COc1ccc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)cc1O, fitness:0.837502812394
N#Cc1ccc(OCCN2C(=O)COc3ccc(Cl)cc32)cc1, fitness:0.806924547654
Cc1c(C(=O)NC2C=c3cnccc3=CC2)oc2c(=O)[nH]cnc12, fitness:0.736510042628
CCn1cc(C(=O)Nc2c(F)cccc2F)c(Cl)n1, fitness:0.0479490207169
O=C(c1cccs1)N1CCCCC1c1n[nH]c2nccnc12, fitness:0.821980432105
COc1c(F)cccc1CN(C)C(=O)Cc1ccsc1, fitness:0.582635372795
COc1ccc(NC(=O)Cc2cccc(F)c2)cc1-n1nnnc1C, fitness:1.3592312314
CC1CCN(C(=O)CN(C)S(=O)(=O)c2ccccc2F)CC1, fitness:0.263535161865
Cc1ccc(-c2nnc(NC(=O)c3ccco3)o2)cc1C, fitness:0.3043647507
Cc1ncc(CN(C)C(=O)c2cc(C(F)(F)F)ccc2Cl)s1, fitness:1.12614841159
CCN(CC1CCOC1)S(=O)(=O)c1cccc(NC(C)=O)c1, fitness:1.08134123214
CC(=O)Nc1cccc(CCNC(=O)C(C)c2ccccc2F)c1, fitness:0.82176777634
Cc1cc(C)cc(NC(=O)CSc2nnc(-c3cccnc3)n2N)c1, fitness:1.32266474424
COc1cccc(CNS(=O)(=O)c2cccc(C#N)c2)c1, fitness:0.17474978635
CC(C)Oc1cccc(NC(=O)C(C)n2c(=O)cc[nH]c2=O)c1, fitness:0.792486349226
Cc1ccc(CNC(=O)c2sccc2C)o1, fitness:0.00785633755163
CC1CCCC(NC(=O)Cc2c[nH]c3ccc(F)cc23)C1C, fitness:0.809989296033
COc1c(C(=O)Nc2ccccc2NC(=O)C2CC2)n[nH]c1N, fitness:0.487015068106
CC(CN1CCC(=O)C1)NC(=O)c1cc(-c2ccc(Cl)cc2)no1, fitness:0.817070612358
CN(CC1CC1)C(=O)c1cccc(NC(=O)C2CCCC2)c1, fitness:0.287758954645
COc1c(C#N)cccc1OCC(=O)Nc1n[nH]cc1C, fitness:0.967917503181
CC(C)CNS(=O)(=O)c1ccccc1C(C)(C)C, fitness:8.30118028091e-05
Cc1coc(C(=O)N2CCCC23CCCCN3c2cncnc2)c1, fitness:0.49984246507
COc1ccc(C(=O)Nc2nc(C3CC3)cs2)cc1OC, fitness:0.455992263396
CC(NC(=O)C1CCN(C(=O)C2CC2)CC1)c1ccccc1, fitness:0.0121887025505
CC(c1cccc(Cl)c1)N(C)C(=O)c1cc[nH]c(=O)c1, fitness:0.112258958613
CC(=O)Nc1cccc(C(=O)N2CCN(Cc3ccccc3)CC2)c1, fitness:0.249920634172
CCCn1c(C)nnc1SCC(=O)Nc1ccc(Cl)cn1, fitness:1.31821184644
Cn1cc(CC(=O)NCC(=O)N2CCCC2)c2ccccc21, fitness:0.262196876724
Cc1coc(C(=O)Nc2nc(-c3ccccc3OC(F)F)n[nH]2)c1, fitness:0.940059481406
Cc1cc(C)cc(OC(C)N(C)C(=O)c2ncc(C)[nH]2)c1, fitness:0.0328026126847
CC(C(=O)OC(C)(C)C)N(C)C(=O)c1ccccc1Cl, fitness:0.000679328284773
COc1ccc(C(=O)NCC(C)c2noc(-c3ccccc3)n2)cc1, fitness:0.770394344374
CC1OC2CC(=O)C1(C(=O)NCc1cccc(Cl)c1)C2(C)C, fitness:0.427748164682
COC(=O)c1cc[nH]c1CNc1ccccc1C(F)(F)F, fitness:0.151330222762
Cc1ccc(NC(=O)COc2cccc(C#N)c2)nc1, fitness:1.59287000442
CC(=O)Nc1ccccc1C(=O)N(C)C1CCCCC1, fitness:0.0114130539155
Cc1cccc(-n2cnnn2)c1OCC(=O)Nc1ccccc1F, fitness:1.1871491703
CC(NC(=O)N1CCOC(C2CC2)C1)C(C)c1ccccc1, fitness:0.349423969325
COc1ccccc1CNC(=O)C1Cc2ccccc2N1, fitness:0.173144632108
CN(Cc1ccccc1)C(=O)CSc1nncn1C1CC1, fitness:1.225052676
O=C(NCCNC(=O)C1CC1)c1cccc(-c2ccoc2)c1, fitness:0.178410799783
CC(C)Oc1ccc(C2CCN(C(=O)c3cc[nH]c(=O)c3)C2)cc1, fitness:0.661013102801
C=CCN(Cc1ccc2c(c1)OCCO2)C(=O)c1cccc(C)n1, fitness:1.11523540831
Cc1c(N)n[nH]c1NC(=O)c1ccncc1N(C)C, fitness:0.256791847772
CC1CN(CC(=O)NCc2ccoc2)c2c(N)cccc2O1, fitness:0.79646707539
CC(C)c1c(NCc2ccn[nH]2)cnc2ccnn12, fitness:0.215168255896
CCOC(=O)c1ccccc1NCc1cn(C)nc1C, fitness:0.557088362294
CC(Cc1cccc(F)c1)NC(=O)CC1Cc2ccccc2N1, fitness:0.703344640024
CC(CNC(=O)NCc1cccnc1)c1cccc(Cl)c1, fitness:1.11115121667
Cc1cnc(NC(=O)c2ccc(N3CCCC3)nc2)nc1C, fitness:0.292842682351
CC1=NN=CS1(C)CC(=O)Nc1nc(C)sc1C, fitness:0.0235577805189
CC1CCC(NC(=O)CCc2ccc(F)cc2F)CC1, fitness:0.0472827309999
Cc1cccc(C(=O)NCC#Cc2cccc(C(N)=O)c2)c1, fitness:0.0873897350947
CC(C)N1CC(C(=O)N(Cc2ccccc2F)C2CC2)CC1=O, fitness:0.632811226865
COc1ccc(Cl)cc1C(=O)NCc1cn2ccccc2n1, fitness:1.4510708692
C=CCN(Cc1cccc(OC)c1)C(=O)Cn1cncn1, fitness:0.0120916077698
Cc1cnn(-c2ccccc2)c1C(=O)NC(C)O, fitness:0.0178636554946
CC(C)NC(=O)c1cc(-c2cnccn2)c2ccccc2n1, fitness:0.911964486865
CC(C)c1ccccc1NC(=O)Cc1cnn(C)c1, fitness:0.105828321092
C=CCN(Cc1ccc(C#N)cc1)C(=O)Nc1nnc(C)s1, fitness:0.954247333576
COc1ccc(CNC(=O)c2ccc(=O)n(C)n2)cc1, fitness:0.0714506911905
Cc1nc(CN2CCN(C(=O)C3CSc4ccccc43)CC2)no1, fitness:0.789897444145
Cc1ccc(OCC(=O)N2CCOC(C(N)=O)C2)c(C)c1, fitness:1.10432713478
Cc1cn(C(C)C(=O)N2CCOC(C3CC3)C2)c(=O)s1, fitness:0.502654450495
Cc1nc(CNC(=O)c2ccc(-c3ccccc3)[nH]c2=O)c(C)o1, fitness:0.899106596918
Cc1ccc(C(=O)NCc2nc(C(C)C)cs2)s1, fitness:0.0911865770049
CC1(C)CN(C(=O)Cc2cccc(F)c2)CCC1(C)O, fitness:0.155521063673
CC(C)(CO)NC(=O)c1ccc(Br)c(F)c1, fitness:0.000659091145794
CCN(C(=O)CSc1nc2ccccc2n1C)c1ccccc1, fitness:0.29784228349
COC(=O)c1ccc(CN2CCc3sccc3C2)cc1, fitness:0.218900354616
CC(C(=O)Nc1ccc(C#N)cc1)n1ncc2cccc(Cl)c21, fitness:0.958697485721
CC1(O)CCCN1C(=O)C1c2ccccc2OC1N, fitness:0.0211214361337
CC(=O)Nc1ccc(OC(=O)c2ncc(C3CC3)s2)cc1, fitness:0.23426073712
COc1cc(NC(=O)Cc2cnc(C)s2)cc(OC)c1, fitness:0.0310884634979
COc1ccc(C(=O)Nc2nc(C)cs2)c(OC)c1, fitness:0.119867655564
COc1ccccc1-c1nc2cc(C3CC3)sc2c(=O)[nH]1, fitness:1.10654026452
O=C(NCC1(c2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12, fitness:0.17959555009
COC(=O)c1ccc(Cn2nc3n(c2=O)CCCCC3)cc1, fitness:-0.716057155396
O=C(NCC(O)c1cccc(F)c1)c1ccccc1Cn1cccn1, fitness:0.901257688034
COc1cccc(C(=O)Nc2nn(C3CCCC3)c(C)c2C)c1, fitness:1.31556444422
Cc1cncc(NC(=O)CNC(=O)c2[nH]ncc2-c2ccccc2)c1, fitness:1.06078690543
Cc1ccc(CNC(=O)c2c(C)nc3scc(C)n23)c(C)c1, fitness:1.28816410287
CC(C)n1cc(C(=O)NCc2ccccc2Cl)cn1, fitness:0.159025100823
Cc1occc1C(=O)Nc1ccc(F)c(NC(=O)C2CC2)c1, fitness:0.767673378304
Cc1ccnn1CC(=O)NCc1ncccc1OC1CCC1, fitness:1.25382476123
CC(=O)Nc1nc(CC(=O)N(C)c2ccc(F)cc2)cs1, fitness:0.301352221754
O=C(CN1C2(C=CC=CC2)C=CS1(=O)=O)NCc1ccc(Cl)cc1, fitness:0.367784379315
NC(=O)C1CCCN1C(=O)Cc1ccc(NC(=O)C2CC2)cc1, fitness:0.187136303145
CC(C)N(Cc1ccccc1)C(=O)c1ccc(S(C)(=O)=O)cc1, fitness:0.00835302124232
CC1CN(Cc2ccccc2)CCN1C(=O)c1cc(C2CC2)on1, fitness:0.770158096671
Cc1ccccc1CN(C)C(=O)CCn1ccccc1=O, fitness:0.0609576206739
CC(=O)c1cccc(NC(=O)c2ccc(F)cc2F)c1, fitness:0.0131054576295
CN(Cc1ccsc1)C(=O)c1ccc(F)cc1F, fitness:0.0343144004127
CC(O)(O)n1ncc(CC#N)c(-c2ccccc2Cl)c1=O, fitness:0.385592810498
CC(C)Oc1ccccc1CNC(=O)c1cc(C2CC2)[nH]n1, fitness:1.06442059834
Cc1cccc(NC(=O)NCc2cccnc2)c1-c1cocn1, fitness:1.20277032156
Cc1cscc1C(=O)NCC12NCCCC1OCCN2, fitness:0.583471729656
Cc1nc2c(C)c(C(=O)NCc3cccc(F)c3)sc2c(=O)[nH]1, fitness:1.12743085808
Cc1ccc(C)c(NC(=O)c2cn3ccccc3n2)c1, fitness:0.249150429457
Cc1cscc1CNC(=O)c1[nH]c(=O)ccc1C, fitness:0.0175790804212
CN(Cc1cccs1)C(=O)c1cncc(OCC(F)F)c1, fitness:1.10267851998
Cc1sc(=O)n(CC(=O)Nc2ccccc2OC(F)F)c1C, fitness:0.989394596504
N#Cc1ccc(NCC2(c3ccccc3)CCOCC2)nc1, fitness:0.141622781673
Cc1ccc(C(=O)NC2CCc3nnc(-c4ccccc4)n3C2)o1, fitness:0.848105186684
Cc1cccc(C)c1NC(=O)C(C)Sc1nncs1, fitness:0.0443506607208
Cc1cc(S(C)(=O)=O)ccc1NC(=O)c1cnn(C)c1, fitness:0.208893670784
Cc1ccc(CN(C(=O)c2[nH]c(=O)ccc2C)C2CC2)cc1, fitness:0.0746993559905
O=C(CSc1ccccn1)Nc1ccccc1C(F)(F)F, fitness:0.0505525945847
CCOc1ccc(C(=O)N2CCN(CC3CC3)CC2)cc1, fitness:0.0242194830312
Cc1noc(C2CCCN2C(=O)Cc2ccccc2)n1, fitness:0.669914565936
COc1ccc(C(=O)Nc2nc(C(C)=O)cs2)c(OC)c1, fitness:0.25080813181
CCOC(=O)c1cc(NC(=O)c2ccccc2Cl)n(C)n1, fitness:0.956607301759
CC(C)NC(=O)c1ccc(CN2CCN(CC(F)F)CC2)cc1, fitness:0.0201005386935
CCN(Cc1ccccc1)C(=O)c1ccc(-c2ccco2)[nH]c1=O, fitness:0.659941624206
CC(NC(=O)NCc1ccccc1Cl)c1ccccn1, fitness:0.0875177916215
CCOC(=O)c1cnn(CCNC(=O)c2ccccc2C)c1, fitness:1.40259230418
Cc1cc(C(=O)NCc2cc(C(N)=O)cs2)c(C)o1, fitness:0.073450444398
CCN(Cc1ccc(Cl)cc1)C(=O)COc1conc1C, fitness:0.533893259903
Cc1csc(C)c1C(=O)NC(C)c1scnc1C(C)C, fitness:0.0310494722305
CN(CC(=O)Nc1ccccc1Cl)C(=O)CSc1nc[nH]n1, fitness:1.0508745917
CC(=O)Nc1ccc(-c2nnc3sc(-c4ccoc4C)nn23)cc1, fitness:1.13659830351
Cc1ccc(CNC(=O)Cn2ccccc2=O)s1, fitness:0.0587605822489
CC(C)Oc1cc(F)cc(C(=O)NCc2cccnc2)c1, fitness:1.34255870472
Cc1ccc(C(=O)Nc2ccc(C(=O)NC3CCCC3)cc2)o1, fitness:0.0496770342733
N#Cc1cc(NCc2csc(C3CC3)n2)ccc1F, fitness:0.769933661095
CC(C#N)CN1CCN(C(=O)C(C)c2cccc(Cl)c2)CC1, fitness:0.362970717666
Cc1nc(CN2CCN(C(=O)Cc3ccccc3F)CC2)no1, fitness:1.04770383255
COC(=O)C1CCN(C(=O)c2cncc(OCC(F)F)c2)C1, fitness:0.735564978301
Cc1cc(C)cc(NC(=O)C(C)n2ncc(C)c2C)c1, fitness:0.00570815380845
Cc1ccc(NC(=O)Cn2c(C)ccc(C#N)c2=O)cc1, fitness:0.0570610987536
Cc1cc(NC(=O)c2nc[nH]c2C(N)=O)c2ncccc2c1, fitness:1.3531799572
CCS(=O)(=O)NCc1ccc(C(=O)OC(C)C)cc1, fitness:0.000607132368686
C=CCN(Cc1ccccc1)C(=O)c1cnn(C)c1C, fitness:0.311362997375
COc1ccccc1C(=O)NCc1csc(-c2ccncc2)n1, fitness:1.25591910586
COC(=O)CN(Cc1ccc(Cl)cc1)C(=O)c1c[nH]nc1C, fitness:0.461139957814
CCOc1cccc(C(=O)Nc2cccc(OC)c2F)c1, fitness:0.259185186917
Cc1noc(Cc2ccccc2C(=O)N(C)Cc2ccsc2)n1, fitness:1.1074231927
CCn1cc(C)c(S(=O)(=O)NCc2ccncc2)n1, fitness:0.0392673810787
COc1ccccc1CN(C)C(=O)Cn1cnc(C#N)n1, fitness:1.33368838877
COC(=O)c1ccc(NC(=O)c2cnc3ccc(C)cn23)cc1, fitness:0.494184146448
COc1ccc(C(=O)NCc2cn3c(n2)SCC3)cc1OC, fitness:1.20530398631
CC(Nc1cccc(C#N)c1Br)c1cccnc1, fitness:0.0394732822081
