Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
Cc1cccc(CNC(=O)CSc2nnnn2C(C)C)c1F, fitness:0.333555703803
Cc1ncc(CN2CCN(C(=O)c3cccs3)CC2)s1, fitness:0.339750849377
Cc1onc(CN2CC3CC(=O)C(C2)N(C(=O)c2ccccc2)C3)c1C, fitness:0.266666666667
Cc1cccc(NC(=O)c2ccc(-n3ccnn3)cc2)n1, fitness:0.415564790329
Cc1ccc2nc(NC(=O)c3cc(C)nn3C)sc2c1, fitness:0.51849291393
CCN(C(=O)c1cccc(OC)c1OC)C(C)C#N, fitness:0.255102040816
Cc1cccc(NC(=O)C2CN(C(=O)c3ccccc3)C2)n1, fitness:0.392464678179
CC(C)CNC(=O)c1ccccc1S(=O)(=O)NC1CC1, fitness:0.367496937526
Cc1cc(C)cc(OCCN2C(=O)Cc3ccccc32)c1, fitness:0.340425531915
CCS(=O)(=O)N(Cc1cccc(C(=O)OC)c1)C1CC1, fitness:0.346287033474
CC(=O)NCC1CCCN(C(=O)c2cc(Br)cs2)C1, fitness:0.264051301396
Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)o1, fitness:0.351123595506
CCc1conc1CNC(=O)C1NC(N)(c2cccnc2)CC1=O, fitness:0.264783759929
COCC(=O)NCc1cccc(NC(=O)c2cc(Cl)c[nH]2)c1, fitness:0.285714285714
CC1CCC(NS(=O)(=O)c2ccc(C(N)=O)cc2)CC1, fitness:0.409276944065
O=C(NCc1ccccc1F)c1cnc2sccn2c1=O, fitness:0.290909090909
CC(Oc1cccc(C#N)c1)C(=O)NCC(O)c1ccccc1, fitness:0.259163272862
Cc1ccc(NC(=O)c2cccn2-c2ncccn2)c(O)c1, fitness:0.429184549356
Cc1ccnc(CC(=O)NC2CCCCN2c2cncnc2C2CC2)c1, fitness:0.371959942775
CC(c1ccccc1)N(C)C(=O)C1CCN(C(=O)c2cccc(F)c2)C1, fitness:0.30518819939
CC(C)n1ccc2ccc(C(=O)Nc3cnn(CC(N)=O)c3)cc21, fitness:0.355182434614
Cc1cccc(C)c1N(Cc1ccsc1)S(C)(=O)=O, fitness:0.444839857651
Cc1noc(C2CCCN2C(=O)c2ccc(F)cc2)n1, fitness:0.339750849377
Cc1ccccc1C(=O)N1CCNCC1(N)c1nnnn1C1CC1, fitness:0.317662007624
Cc1cocc1C(=O)N1CCCCC1Oc1ccncn1, fitness:0.361010830325
CCN(CC)C(=O)c1ccccc1NCc1ccoc1, fitness:0.297745640153
Cc1nc(-c2ccccc2S(=O)(=O)N2CCOCC2)no1, fitness:0.453514739229
COc1cccc(C(=O)NCC#Cc2ccccc2)c1, fitness:0.297745640153
O=C(NCc1ccncc1)NCC1(c2ccc(Cl)cc2)CC1, fitness:0.297745640153
CC(C)c1noc(CN(C)Cc2ccccc2-n2cccn2)n1, fitness:0.351123595506
CC(C)CN1CCN(C(=O)Cc2ccccc2N)CC1, fitness:0.310972900933
C#CCOc1ccc(CNC(=O)c2ccc3cccnc3c2)cc1, fitness:0.33921302578
CC(=O)c1cscc1C(=O)N1CCCc2c(F)cccc21, fitness:0.244698205546
CC(NCc1ccncc1)C(=O)Nc1cnn(-c2ccccc2)c1, fitness:0.351123595506
CC(C)C(=O)NCc1ccccc1C(=O)N(C)C1CC1, fitness:0.333333333333
CCN(CC)C(=O)c1ccccc1NC(=O)c1ccco1, fitness:0.304215558453
CN(CC(=O)Nc1nccs1)c1cccc(C(F)(F)F)c1, fitness:0.434056761269
CCN(Cc1ccc(F)cc1)C(=O)CNC(=O)c1ccccc1C, fitness:0.346287033474
COc1ccc(-c2nnc(NC(=O)c3cncc(C)n3)o2)cc1, fitness:0.327391778829
Cc1nc(CN(C)C(=O)Cc2ccccc2OCC#N)no1, fitness:0.333555703803
CCn1cc(C(=O)Nc2ccc(-n3cccn3)cc2)c2sccc21, fitness:0.355182434614
Cc1ccc(C(C)NC(=O)c2cc(F)ccc2F)o1, fitness:0.340425531915
O=C(Cn1nc(-c2ccoc2)oc1=O)N1CCC(c2cccs2)CC1, fitness:0.225733634312
Cc1cccc(NC(=O)c2ccncc2OCC(F)F)c1F, fitness:0.345065562457
CC(NC(=O)NC(c1ccccc1)C1CC1)c1cccc(F)c1, fitness:0.291545189504
Cc1[nH]cc(C(=O)Nc2nc3c(s2)NC(N)C=C3)c1C, fitness:0.32154340836
CC(=O)Nc1cc(C)ccc1C(=O)NCc1nc(C)n[nH]1, fitness:0.370644922165
CN(Cc1ccccc1)C(=O)c1ccccc1NS(C)(=O)=O, fitness:0.425894378194
COc1cc(C)cc(NC(=O)Cc2nc3ncccn3n2)c1, fitness:0.438321853475
CCn1cc(C(=O)Nc2nc3ccc(C)c(C)c3s2)cn1, fitness:0.434056761269
Cc1cc(NC(=O)C(O)(O)C(F)(F)F)cc(N2CCC(=O)C2)c1, fitness:0.333456835865
CC(C)NC(=O)c1ccc(S(=O)(=O)NCc2cccnc2)cc1, fitness:0.370644922165
COC(=O)CC1COC(N)(c2c(OC)cccc2OC)CN1, fitness:0.235109717868
C#Cc1cccc(NC(=O)CC(C)c2ccccc2OC)c1, fitness:0.296296296296
Cc1cncc(NC(=O)c2ccc(NC(=O)C3CC3)cc2)c1, fitness:0.431880643895
Cn1c(C(=O)NCc2ccc(F)cc2)cc2cc(F)ccc21, fitness:0.375156315131
COc1cccc(OC)c1CNC(=O)c1cc(N)n[nH]1, fitness:0.360144057623
CC1(C)CCCC(NC(=O)Cc2ccccc2N2CCC(=O)C2)C1, fitness:0.237207726195
C=CCN(Cc1ccc(OC)cc1)C(=O)c1cccc(C)n1, fitness:0.333456835865
Cc1nc(C2CCCN2C(=O)c2ncc(-c3ccoc3)s2)no1, fitness:0.303214069133
CCOc1cccc(C(=O)NCC(O)c2ccccc2F)c1, fitness:0.264051301396
CC(=O)Nc1cc(F)cc(NCc2nc(N3CCCC3)cs2)c1, fitness:0.345065562457
Cc1ccccc1NCC(=O)N(C)Cc1ccsc1, fitness:0.392464678179
CC(C)CN(CC(F)(F)F)C(=O)c1cccs1, fitness:0.278810408922
COc1cc(OC)cc(C(=O)N2CCOCC23CCCC3)c1, fitness:0.260642919201
CC(=O)N1CCNCC1(N)c1noc(-c2cccc(F)c2C)n1, fitness:0.312695434647
COc1ccc(C)c(OC)c1C(=O)N(C)CC(C)C#N, fitness:0.384911470362
CC1=CC(C)N(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1, fitness:0.383141762452
Cc1cnc(CC(=O)Nc2cn(Cc3ccccc3)nc2C)s1, fitness:0.373260943332
Cc1sc2ncn(CCOc3cccc(F)c3)c(=O)c2c1C, fitness:0.33921302578
Cc1cccc(NC(=O)Cn2cccc(C(F)(F)F)c2=O)c1, fitness:0.370644922165
Cc1ccc(NC(=O)COc2ccccc2C#N)c(C)c1, fitness:0.346287033474
COc1cc(CNC(=O)c2ccccc2F)ccc1OC(F)F, fitness:0.269127258747
Cc1cn2nc(SC(C)C(=O)Nc3cccc(F)c3)nc2nc1C, fitness:0.425015179114
CCn1c(CNC(=O)c2ccccc2)nc2ccccc21, fitness:0.408496732026
O=C(CCn1cncn1)Nc1cc(Cl)ccc1OCC1CCCO1, fitness:0.238805970149
CC(=O)Nc1ccc(NC(=O)c2ccc3noc(C)c3c2)cc1, fitness:0.500963391137
C#CCN1CCN(C(=O)NC(C)c2cccc(OC)c2)CC1, fitness:0.285714285714
CC(=O)Nc1cccc(C(O)c2cc(C)cc(C)c2)c1, fitness:0.409276944065
Cc1coc(-c2ccccc2C(=O)N2CCOCC2)n1, fitness:0.360144057623
CC(C)CN(Cc1ccc(C#N)cc1)C(=O)c1ccccc1F, fitness:0.244698205546
Cc1nc(-c2ccc(NC(=O)CC34CCC(CC3)C4)cc2)no1, fitness:0.373260943332
CC(C)n1cc(C(=O)NCc2ccccn2)c2ccccc21, fitness:0.400436840189
Cc1cncc(C(=O)N2CCCCC2Nc2ncc3ccsc3n2)c1, fitness:0.371959942775
O=C(CCn1ccccc1=O)N1CCCCC1c1nc[nH]n1, fitness:0.241296104791
CC(C)Oc1ccccc1C(=O)NCc1cccnc1, fitness:0.32
NC(=O)C1CCN(C(=O)Cn2nccc2Br)CC1, fitness:0.340425531915
CN(Cc1ccc(F)cc1)C(=O)c1ccc(OCC(N)=O)cc1, fitness:0.333333333333
Cc1onc(CN2CCN(C(=O)c3ccccc3F)CC2)c1C, fitness:0.301886792453
O=C(NCc1ccccc1OCc1ccncc1)c1ccccc1F, fitness:0.274402195218
CN(CC(=O)NC1CC1)C(=O)c1cc(Br)ccc1Cl, fitness:0.353079639074
COc1ccc(-c2nnc(NC(=O)CC3CCCC3)o2)cc1, fitness:0.269127258747
Cc1cccc(C(=O)NCc2cc(-n3cncn3)ccn2)c1C, fitness:0.438321853475
Cc1cccc(OCC(=O)N(C)CCOc2ccccc2F)c1C, fitness:0.346287033474
Cc1noc(C2CN(C(=O)c3ccc(C)o3)C2)n1, fitness:0.367496937526
COc1cc(CN(C)C(=O)Cc2cscc2C)cc(OC)c1, fitness:0.367496937526
CCN(CC)C(=O)Cn1c(=O)ccc2cc(N)ccc21, fitness:0.375156315131
Cc1noc(CN(C)C(=O)Cc2cccc(OCC#N)c2)n1, fitness:0.349539243724
CC(=O)N1CCN(CC(=O)NC2CCCCC2C)CC1, fitness:0.199600798403
Cc1cc(C(=O)NC2CCCCC2)ccc1OCC1CCCO1, fitness:0.3159003159
Cc1cc(NC(=O)C(C)NC(=O)C2CCCC2)cc2ncccc12, fitness:0.469777638584
Cc1onc(CN2CCN(C(=O)c3ccsc3C)CC2)c1C, fitness:0.301886792453
Cc1ccc(CNC(=O)Cc2ccc(O)cc2)s1, fitness:0.325430032543
CCn1c(=O)[nH]c2cc(C(=O)Nc3nc(C)cs3)ccc2c1=O, fitness:0.406885758998
CC(C)N(Cc1ccccc1)C(=O)CN(C)C(=O)c1ccccc1, fitness:0.325430032543
CC1CCCN(C(=O)CNc2ccccc2C#N)C1, fitness:0.269127258747
COc1ccc(CCNC(=O)c2cn3cc(C)ccc3n2)cc1, fitness:0.35739814153
Cc1ccc(N2CCN(Cc3nnc(C4CC4)o3)C(C)C2)cc1, fitness:0.269127258747
Cc1ccccc1CNC(=O)NCc1nnc2n1CCCCC2, fitness:0.35739814153
CC(C)NC(=O)CSc1nnnn1-c1ccccc1F, fitness:0.301886792453
COc1ccccc1C(=O)NCC(=O)c1ccsc1, fitness:0.260642919201
Cc1cccc(NC(=O)C2CC(=O)N(CC(F)(F)F)C2)c1, fitness:0.35739814153
COc1cccc(NC(=O)Cc2nc(-c3ccoc3)c(C)o2)c1, fitness:0.349539243724
Cc1ccc(COC(=O)C2C(=O)CCN2C2CC2)cc1, fitness:0.291545189504
C=CCn1nnc(NC(=O)c2ccc(OC)c(OC)c2)n1, fitness:0.386371619248
COC(=O)c1cccc(NCc2noc(C(C)C)n2)c1F, fitness:0.285714285714
CC(C)NC(=O)c1cc2ccccc2cc1NC(=O)c1ccncc1, fitness:0.367496937526
CC(C)CNC(=O)c1cc(OCC(N)=O)cc2ccccc12, fitness:0.339750849377
N#Cc1cccnc1NCC1(c2cccc(F)c2)CCOCC1, fitness:0.280701754386
Cc1c(NC(=O)CC2CCOC2)cccc1C(C)C, fitness:0.274402195218
CC(Cc1ccccc1F)NC(=O)C1CCCN1S(C)(=O)=O, fitness:0.3159003159
CCS(=O)(=O)N1CCC(C(=O)Nc2ccccn2)CC1, fitness:0.436999271668
CCN(Cc1ccccc1)C(=O)c1ccc(=O)n(CC(=O)N(C)C)c1, fitness:0.307692307692
O=C(c1ccccc1NCc1noc(C2CC2)n1)N1CCCC1, fitness:0.285714285714
COc1ccccc1C(=O)NCc1ccnc(OC(C)(C)C)c1, fitness:0.386371619248
COc1cccc(OC)c1NC(=O)c1cncc(C)n1, fitness:0.391474554154
N#Cc1ccccc1NC(=O)NCC1(c2ccsc2)CC1, fitness:0.195848021935
Cc1cccc(-c2nc(Cn3c(=O)n(C)c4ccccc43)no2)c1, fitness:0.386371619248
O=C(NCCNc1cc(C2CC2)ncn1)c1ccccc1Cl, fitness:0.296296296296
Cc1cccc(C)c1OCC(=O)N1CCNCC1(N)c1conc1C, fitness:0.312695434647
Cc1ccc(NC(=O)CSc2c(C#N)ncc(N)c2C#N)cc1, fitness:0.40733197556
CC(=O)N1CCN(C(=O)Cn2cnc(=O)c3ccccc32)CC1, fitness:0.360144057623
CC1CCCCC1NC(=O)c1cccn(Cc2ccccc2)c1=O, fitness:0.264051301396
NC(=O)C1CCN(C(=O)Cc2cc(-c3ccc(Cl)cc3)on2)CC1, fitness:0.290909090909
CC1CCCCN1C(=O)CNC(=O)CSc1ccc(Cl)cc1, fitness:0.264051301396
Cc1cncc(C(=O)Nc2nnc(C(F)(F)F)s2)n1, fitness:0.333333333333
O=C(NCC1CC1)C1CCCN1c1ncnc2[nH]cnc12, fitness:0.254452926209
COc1cccc(OC)c1NC(=O)Cc1ncc2sccn12, fitness:0.327391778829
Cc1cccc(C)c1NC(=O)CN(C)Cc1nc2ccccc2c(=O)[nH]1, fitness:0.452488687783
CC(C(=O)N1CCCC1)c1nc2ccccc2n1C(C)(C)C, fitness:0.360144057623
Cc1cc(F)cc(NC(=O)c2ccncc2N2CCCC2)c1, fitness:0.414364640884
Cc1sc(C)c(C(=O)NCC2Cc3ccccc3O2)c1C, fitness:0.274402195218
CCN(C(=O)c1cccc(NC(=O)C2CC2)c1)C(C)C#N, fitness:0.32154340836
CC(NC(=O)CSc1ccccn1)c1ccc(Cl)cc1, fitness:0.353079639074
CCC(C)NS(=O)(=O)c1ccc(C)c(NC(=O)C2CCCO2)c1, fitness:0.381436745073
CC(C)n1ncc2ccnc(NC(=O)NCc3ccccc3)c21, fitness:0.379703141181
Cc1ccc(O)c(C(=O)NCc2cccnc2OC2CCCC2)c1, fitness:0.349539243724
COc1ccc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)cc1O, fitness:0.264051301396
N#Cc1ccc(OCCN2C(=O)COc3ccc(Cl)cc32)cc1, fitness:0.222057735011
Cc1c(C(=O)NC2C=c3cnccc3=CC2)oc2c(=O)[nH]cnc12, fitness:0.303214069133
CCn1cc(C(=O)Nc2c(F)cccc2F)c(Cl)n1, fitness:0.367496937526
O=C(c1cccs1)N1CCCCC1c1n[nH]c2nccnc12, fitness:0.275862068966
COc1c(F)cccc1CN(C)C(=O)Cc1ccsc1, fitness:0.269127258747
COc1ccc(NC(=O)Cc2cccc(F)c2)cc1-n1nnnc1C, fitness:0.364077669903
CC1CCN(C(=O)CN(C)S(=O)(=O)c2ccccc2F)CC1, fitness:0.407860585836
Cc1ccc(-c2nnc(NC(=O)c3ccco3)o2)cc1C, fitness:0.407860585836
Cc1ncc(CN(C)C(=O)c2cc(C(F)(F)F)ccc2Cl)s1, fitness:0.379703141181
CCN(CC1CCOC1)S(=O)(=O)c1cccc(NC(C)=O)c1, fitness:0.361010830325
CC(=O)Nc1cccc(CCNC(=O)C(C)c2ccccc2F)c1, fitness:0.296296296296
Cc1cc(C)cc(NC(=O)CSc2nnc(-c3cccnc3)n2N)c1, fitness:0.406885758998
COc1cccc(CNS(=O)(=O)c2cccc(C#N)c2)c1, fitness:0.353079639074
CC(C)Oc1cccc(NC(=O)C(C)n2c(=O)cc[nH]c2=O)c1, fitness:0.327391778829
Cc1ccc(CNC(=O)c2sccc2C)o1, fitness:0.363636363636
CC1CCCC(NC(=O)Cc2c[nH]c3ccc(F)cc23)C1C, fitness:0.280701754386
COc1c(C(=O)Nc2ccccc2NC(=O)C2CC2)n[nH]c1N, fitness:0.301886792453
CC(CN1CCC(=O)C1)NC(=O)c1cc(-c2ccc(Cl)cc2)no1, fitness:0.290416263311
CN(CC1CC1)C(=O)c1cccc(NC(=O)C2CCCC2)c1, fitness:0.377643504532
COc1c(C#N)cccc1OCC(=O)Nc1n[nH]cc1C, fitness:0.30518819939
CC(C)CNS(=O)(=O)c1ccccc1C(C)(C)C, fitness:0.439238653001
Cc1coc(C(=O)N2CCCC23CCCCN3c2cncnc2)c1, fitness:0.285714285714
COc1ccc(C(=O)Nc2nc(C3CC3)cs2)cc1OC, fitness:0.339750849377
CC(NC(=O)C1CCN(C(=O)C2CC2)CC1)c1ccccc1, fitness:0.310972900933
CC(c1cccc(Cl)c1)N(C)C(=O)c1cc[nH]c(=O)c1, fitness:0.32
CC(=O)Nc1cccc(C(=O)N2CCN(Cc3ccccc3)CC2)c1, fitness:0.346287033474
CCCn1c(C)nnc1SCC(=O)Nc1ccc(Cl)cn1, fitness:0.345065562457
Cn1cc(CC(=O)NCC(=O)N2CCCC2)c2ccccc21, fitness:0.346287033474
Cc1coc(C(=O)Nc2nc(-c3ccccc3OC(F)F)n[nH]2)c1, fitness:0.317662007624
Cc1cc(C)cc(OC(C)N(C)C(=O)c2ncc(C)[nH]2)c1, fitness:0.400320256205
CC(C(=O)OC(C)(C)C)N(C)C(=O)c1ccccc1Cl, fitness:0.318037255793
COc1ccc(C(=O)NCC(C)c2noc(-c3ccccc3)n2)cc1, fitness:0.285714285714
CC1OC2CC(=O)C1(C(=O)NCc1cccc(Cl)c1)C2(C)C, fitness:0.249910746162
COC(=O)c1cc[nH]c1CNc1ccccc1C(F)(F)F, fitness:0.244698205546
Cc1ccc(NC(=O)COc2cccc(C#N)c2)nc1, fitness:0.35739814153
CC(=O)Nc1ccccc1C(=O)N(C)C1CCCCC1, fitness:0.355555555556
Cc1cccc(-n2cnnn2)c1OCC(=O)Nc1ccccc1F, fitness:0.328083989501
CC(NC(=O)N1CCOC(C2CC2)C1)C(C)c1ccccc1, fitness:0.269127258747
COc1ccccc1CNC(=O)C1Cc2ccccc2N1, fitness:0.244698205546
CN(Cc1ccccc1)C(=O)CSc1nncn1C1CC1, fitness:0.327391778829
O=C(NCCNC(=O)C1CC1)c1cccc(-c2ccoc2)c1, fitness:0.244698205546
CC(C)Oc1ccc(C2CCN(C(=O)c3cc[nH]c(=O)c3)C2)cc1, fitness:0.249910746162
C=CCN(Cc1ccc2c(c1)OCCO2)C(=O)c1cccc(C)n1, fitness:0.333555703803
Cc1c(N)n[nH]c1NC(=O)c1ccncc1N(C)C, fitness:0.436999271668
CC1CN(CC(=O)NCc2ccoc2)c2c(N)cccc2O1, fitness:0.266666666667
CC(C)c1c(NCc2ccn[nH]2)cnc2ccnn12, fitness:0.346287033474
CCOC(=O)c1ccccc1NCc1cn(C)nc1C, fitness:0.400436840189
CC(Cc1cccc(F)c1)NC(=O)CC1Cc2ccccc2N1, fitness:0.245527884953
CC(CNC(=O)NCc1cccnc1)c1cccc(Cl)c1, fitness:0.327391778829
Cc1cnc(NC(=O)c2ccc(N3CCCC3)nc2)nc1C, fitness:0.46511627907
CC1=NN=CS1(C)CC(=O)Nc1nc(C)sc1C, fitness:0.333333333333
CC1CCC(NC(=O)CCc2ccc(F)cc2F)CC1, fitness:0.297745640153
Cc1cccc(C(=O)NCC#Cc2cccc(C(N)=O)c2)c1, fitness:0.360144057623
CC(C)N1CC(C(=O)N(Cc2ccccc2F)C2CC2)CC1=O, fitness:0.254452926209
COc1ccc(Cl)cc1C(=O)NCc1cn2ccccc2n1, fitness:0.333555703803
C=CCN(Cc1cccc(OC)c1)C(=O)Cn1cncn1, fitness:0.300100033344
Cc1cnn(-c2ccccc2)c1C(=O)NC(C)O, fitness:0.417014178482
CC(C)NC(=O)c1cc(-c2cnccn2)c2ccccc2n1, fitness:0.449050086356
CC(C)c1ccccc1NC(=O)Cc1cnn(C)c1, fitness:0.360144057623
C=CCN(Cc1ccc(C#N)cc1)C(=O)Nc1nnc(C)s1, fitness:0.310451879959
COc1ccc(CNC(=O)c2ccc(=O)n(C)n2)cc1, fitness:0.431880643895
Cc1nc(CN2CCN(C(=O)C3CSc4ccccc43)CC2)no1, fitness:0.300100033344
Cc1ccc(OCC(=O)N2CCOC(C(N)=O)C2)c(C)c1, fitness:0.351123595506
Cc1cn(C(C)C(=O)N2CCOC(C3CC3)C2)c(=O)s1, fitness:0.230591852421
Cc1nc(CNC(=O)c2ccc(-c3ccccc3)[nH]c2=O)c(C)o1, fitness:0.32154340836
Cc1ccc(C(=O)NCc2nc(C(C)C)cs2)s1, fitness:0.360144057623
CC1(C)CN(C(=O)Cc2cccc(F)c2)CCC1(C)O, fitness:0.279888044782
CC(C)(CO)NC(=O)c1ccc(Br)c(F)c1, fitness:0.325430032543
CCN(C(=O)CSc1nc2ccccc2n1C)c1ccccc1, fitness:0.436999271668
COC(=O)c1ccc(CN2CCc3sccc3C2)cc1, fitness:0.244698205546
CC(C(=O)Nc1ccc(C#N)cc1)n1ncc2cccc(Cl)c21, fitness:0.345065562457
CC1(O)CCCN1C(=O)C1c2ccccc2OC1N, fitness:0.274402195218
CC(=O)Nc1ccc(OC(=O)c2ncc(C3CC3)s2)cc1, fitness:0.377643504532
COc1cc(NC(=O)Cc2cnc(C)s2)cc(OC)c1, fitness:0.408496732026
COc1ccc(C(=O)Nc2nc(C)cs2)c(OC)c1, fitness:0.392464678179
COc1ccccc1-c1nc2cc(C3CC3)sc2c(=O)[nH]1, fitness:0.327391778829
O=C(NCC1(c2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12, fitness:0.279888044782
COC(=O)c1ccc(Cn2nc3n(c2=O)CCCCC3)cc1, fitness:0.301886792453
O=C(NCC(O)c1cccc(F)c1)c1ccccc1Cn1cccn1, fitness:0.29517874713
COc1cccc(C(=O)Nc2nn(C3CCCC3)c(C)c2C)c1, fitness:0.400534045394
Cc1cncc(NC(=O)CNC(=O)c2[nH]ncc2-c2ccccc2)c1, fitness:0.33921302578
Cc1ccc(CNC(=O)c2c(C)nc3scc(C)n23)c(C)c1, fitness:0.414364640884
CC(C)n1cc(C(=O)NCc2ccccc2Cl)cn1, fitness:0.32
Cc1occc1C(=O)Nc1ccc(F)c(NC(=O)C2CC2)c1, fitness:0.363901018923
Cc1ccnn1CC(=O)NCc1ncccc1OC1CCC1, fitness:0.355182434614
CC(=O)Nc1nc(CC(=O)N(C)c2ccc(F)cc2)cs1, fitness:0.436999271668
O=C(CN1C2(C=CC=CC2)C=CS1(=O)=O)NCc1ccc(Cl)cc1, fitness:0.222057735011
NC(=O)C1CCCN1C(=O)Cc1ccc(NC(=O)C2CC2)cc1, fitness:0.346287033474
CC(C)N(Cc1ccccc1)C(=O)c1ccc(S(C)(=O)=O)cc1, fitness:0.355555555556
CC1CN(Cc2ccccc2)CCN1C(=O)c1cc(C2CC2)on1, fitness:0.275862068966
Cc1ccccc1CN(C)C(=O)CCn1ccccc1=O, fitness:0.400320256205
CC(=O)c1cccc(NC(=O)c2ccc(F)cc2F)c1, fitness:0.355555555556
CN(Cc1ccsc1)C(=O)c1ccc(F)cc1F, fitness:0.340425531915
CC(O)(O)n1ncc(CC#N)c(-c2ccccc2Cl)c1=O, fitness:0.269127258747
CC(C)Oc1ccccc1CNC(=O)c1cc(C2CC2)[nH]n1, fitness:0.280701754386
Cc1cccc(NC(=O)NCc2cccnc2)c1-c1cocn1, fitness:0.355182434614
Cc1cscc1C(=O)NCC12NCCCC1OCCN2, fitness:0.254452926209
Cc1nc2c(C)c(C(=O)NCc3cccc(F)c3)sc2c(=O)[nH]1, fitness:0.328083989501
Cc1ccc(C)c(NC(=O)c2cn3ccccc3n2)c1, fitness:0.473588342441
Cc1cscc1CNC(=O)c1[nH]c(=O)ccc1C, fitness:0.383141762452
CN(Cc1cccs1)C(=O)c1cncc(OCC(F)F)c1, fitness:0.310451879959
Cc1sc(=O)n(CC(=O)Nc2ccccc2OC(F)F)c1C, fitness:0.327391778829
N#Cc1ccc(NCC2(c3ccccc3)CCOCC2)nc1, fitness:0.244698205546
Cc1ccc(C(=O)NC2CCc3nnc(-c4ccccc4)n3C2)o1, fitness:0.30518819939
Cc1cccc(C)c1NC(=O)C(C)Sc1nncs1, fitness:0.367496937526
Cc1cc(S(C)(=O)=O)ccc1NC(=O)c1cnn(C)c1, fitness:0.50107372942
Cc1ccc(CN(C(=O)c2[nH]c(=O)ccc2C)C2CC2)cc1, fitness:0.360144057623
O=C(CSc1ccccn1)Nc1ccccc1C(F)(F)F, fitness:0.333333333333
CCOc1ccc(C(=O)N2CCN(CC3CC3)CC2)cc1, fitness:0.266429840142
Cc1noc(C2CCCN2C(=O)Cc2ccccc2)n1, fitness:0.333456835865
COc1ccc(C(=O)Nc2nc(C(C)=O)cs2)c(OC)c1, fitness:0.346287033474
CCOC(=O)c1cc(NC(=O)c2ccccc2Cl)n(C)n1, fitness:0.421644413212
CC(C)NC(=O)c1ccc(CN2CCN(CC(F)F)CC2)cc1, fitness:0.304215558453
CCN(Cc1ccccc1)C(=O)c1ccc(-c2ccco2)[nH]c1=O, fitness:0.230591852421
CC(NC(=O)NCc1ccccc1Cl)c1ccccn1, fitness:0.360144057623
CCOC(=O)c1cnn(CCNC(=O)c2ccccc2C)c1, fitness:0.351123595506
Cc1cc(C(=O)NCc2cc(C(N)=O)cs2)c(C)o1, fitness:0.326530612245
CCN(Cc1ccc(Cl)cc1)C(=O)COc1conc1C, fitness:0.301886792453
Cc1csc(C)c1C(=O)NC(C)c1scnc1C(C)C, fitness:0.367496937526
CN(CC(=O)Nc1ccccc1Cl)C(=O)CSc1nc[nH]n1, fitness:0.33921302578
CC(=O)Nc1ccc(-c2nnc3sc(-c4ccoc4C)nn23)cc1, fitness:0.393959290873
Cc1ccc(CNC(=O)Cn2ccccc2=O)s1, fitness:0.333333333333
CC(C)Oc1cc(F)cc(C(=O)NCc2cccnc2)c1, fitness:0.32154340836
Cc1ccc(C(=O)Nc2ccc(C(=O)NC3CCCC3)cc2)o1, fitness:0.367496937526
N#Cc1cc(NCc2csc(C3CC3)n2)ccc1F, fitness:0.333456835865
CC(C#N)CN1CCN(C(=O)C(C)c2cccc(Cl)c2)CC1, fitness:0.269127258747
Cc1nc(CN2CCN(C(=O)Cc3ccccc3F)CC2)no1, fitness:0.32154340836
COC(=O)C1CCN(C(=O)c2cncc(OCC(F)F)c2)C1, fitness:0.245527884953
Cc1cc(C)cc(NC(=O)C(C)n2ncc(C)c2C)c1, fitness:0.500834724541
Cc1ccc(NC(=O)Cn2c(C)ccc(C#N)c2=O)cc1, fitness:0.400320256205
Cc1cc(NC(=O)c2nc[nH]c2C(N)=O)c2ncccc2c1, fitness:0.40733197556
CCS(=O)(=O)NCc1ccc(C(=O)OC(C)C)cc1, fitness:0.363636363636
C=CCN(Cc1ccccc1)C(=O)c1cnn(C)c1C, fitness:0.436999271668
COc1ccccc1C(=O)NCc1csc(-c2ccncc2)n1, fitness:0.32154340836
COC(=O)CN(Cc1ccc(Cl)cc1)C(=O)c1c[nH]nc1C, fitness:0.301886792453
CCOc1cccc(C(=O)Nc2cccc(OC)c2F)c1, fitness:0.279888044782
Cc1noc(Cc2ccccc2C(=O)N(C)Cc2ccsc2)n1, fitness:0.333555703803
CCn1cc(C)c(S(=O)(=O)NCc2ccncc2)n1, fitness:0.52950075643
COc1ccccc1CN(C)C(=O)Cn1cnc(C#N)n1, fitness:0.373260943332
COC(=O)c1ccc(NC(=O)c2cnc3ccc(C)cn23)cc1, fitness:0.429184549356
COc1ccc(C(=O)NCc2cn3c(n2)SCC3)cc1OC, fitness:0.33921302578
CC(Nc1cccc(C#N)c1Br)c1cccnc1, fitness:0.297745640153
COc1cc(F)cc(C(C)NS(=O)(=O)c2n[nH]c(N)c2C)c1, fitness:0.379703141181
Cc1cc(NC(=O)CNC(=O)c2ccccc2C)n(C)n1, fitness:0.50107372942
Cc1nc(NC(=O)c2ccc(C#N)cc2)cc(N2CCOCC2)n1, fitness:0.373260943332
COC(=O)c1ccccc1NC(=O)c1cscc1C(N)=O, fitness:0.310972900933
