Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
COc1ccc(CNC(=O)c2cc(=O)n3ccccc3n2)cc1, fitness:1.331628796
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
CC(c1ccccc1)n1cc(C(=O)NC2CC2)ccc1=O, fitness:0.0600671857278
O=C(Cc1ccc(F)cc1)Nc1ccnc(OCC(F)(F)F)c1, fitness:0.434859912846
CC(=O)Nc1ccc(NCc2nc(C)cs2)cc1, fitness:0.00911942026182
COc1ccc(CNC(=O)c2n[nH]c3ccccc23)cc1, fitness:0.171961049277
Cc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1Cl, fitness:0.28355424079
O=C(CN1CCN(c2ncccn2)CC1)Nc1ccc(Cl)cc1, fitness:0.102087496766
Cc1ccc(NC(=O)Cc2noc3ccccc23)c(C)c1, fitness:0.361105428442
C=CCNC(=O)Nc1ccc(CS(=O)(=O)N2CCOCC2)cc1, fitness:0.629467269819
COc1cc(OC)cc(C(=O)NCc2nnc3ccccn23)c1, fitness:0.382676685091
C=C(C)N(Cc1cccc(OC)c1)C(=O)Nc1ccncc1, fitness:1.1710905532
Cc1cc(F)cc(NC(=O)CSc2cnc[nH]c2=O)c1, fitness:1.15362107049
Cc1nc(NCCN2CCOCC2)nc2sc3c(c12)C=CC3, fitness:0.9770886922
Cc1cccc(NC(=O)NCc2cc(=O)[nH]c3ccccc23)c1, fitness:0.856160742157
Cc1ccc(C(=O)NCc2nnc3ccccn23)c(O)c1, fitness:1.46124780243
Cc1cc(NC(=O)NCc2cccnc2)cc(OCC(F)(F)F)c1, fitness:1.25002913674
CC(=O)Nc1ccc(C(=O)Nc2ccnn2C2CCCC2)cc1, fitness:0.157835192524
CC(=O)Nc1ccc(C(=O)NCc2ccsc2)cc1, fitness:0.0124918500849
COc1ccc(NC(=O)CSc2nnc3ccccn23)cc1, fitness:1.49056126903
O=C(NCc1cccc(F)c1)c1cccc(N2CCOC2=O)c1, fitness:1.00245946243
Cc1ccc(NC(=O)NCc2cc(=O)[nH]c3ccccc23)cc1, fitness:0.321751749085
CCOc1cccc(NC(=O)CSc2nnc3ccccn23)c1, fitness:1.51411446827
Cc1ccc(NC(=O)Cc2csc(N3CCCC3=O)n2)c(C)c1, fitness:1.46441446205
Cc1cccc(Br)c1NC(=O)C1COc2ccccc2O1, fitness:0.118673366291
CC1CC1C(=O)NCC(=O)Nc1ccccc1Br, fitness:0.012706024884
CC(C)NS(=O)(=O)c1ccccc1C(=O)NCC1CCOC1, fitness:0.906724707112
Cc1cc(NC(=O)NCc2nc(N)n[nH]2)cc(C(=O)N2CCCC2)c1, fitness:1.16902779834
O=C1CCN(c2ccccc2C(=O)NCc2ccc(F)cc2)C1, fitness:0.287741967576
Cc1ccncc1NC(=O)c1ccc(OCC(N)=O)cc1, fitness:0.194235291842
CC(=O)Nc1cc(C(=O)NCc2nnc3ccccn23)ccc1C, fitness:1.47636566263
CSc1cccc(NC(=O)CN(C)C(=O)c2cccc(F)c2)c1, fitness:0.769946179742
CC(C)Oc1ccc(CCNC(=O)c2ccc(=O)[nH]c2)cc1, fitness:0.167533150112
Cc1cc(C(=O)NCC(=O)NCc2cnn(C)c2)c(C)s1, fitness:0.673156599407
Cc1ccc(C(=O)NCc2cc(=O)[nH]c3ccccc23)o1, fitness:0.464855284247
Cc1cccc(F)c1NC(=O)CSc1nnc2ccccn12, fitness:1.37716685737
Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1-n1cnnn1, fitness:1.59373411213
Cc1cc(Cl)ccc1NC(=O)C12CCC(CC1)O2, fitness:0.0362186967748
Cc1cc(Cl)ccc1NC(=O)CSc1nccn1C, fitness:1.27411465091
COc1ccc(CC(=O)NCc2cnn(-c3ccccc3)c2)cc1, fitness:0.638521126704
Cc1cc(C)cc(NC(=O)N(CCC#N)Cc2cccnc2)c1, fitness:1.27287261766
Cc1ccc(NC(=O)CSc2ncn(-c3ccccc3)n2)cc1, fitness:0.572040845578
CC1CCCCN1C(=O)CNc1ccc(C(=O)N2CCCC2)cc1, fitness:0.107108012001
N#Cc1ccc(NC(=O)Cc2ccccc2-n2cnnn2)cc1, fitness:1.07243459125
CC(=O)Nc1cccc(C(=O)N(Cc2ccccc2)C2CC2)c1, fitness:0.261602163263
CSc1ccc(NC(=O)Cc2cn3ccsc3n2)cc1, fitness:0.860217417927
Cc1cc(NC(=O)CCn2ccc(=O)[nH]c2=O)c2ncccc2c1, fitness:1.37493763998
Cc1noc(-c2ccc(NC(=O)Cc3ccc4ccccc4c3)cc2)n1, fitness:1.30993919706
CN(Cc1ccc(Cl)cc1)C(=O)NCc1cccnc1, fitness:0.117404501589
CC(=O)Nc1ccccc1NC(=O)Cc1ccncc1, fitness:0.00139231534201
CC(C)Oc1ccc(NC(=O)NCc2ccnn2C)cc1, fitness:0.321199247639
CC(Oc1ccccc1)C(=O)Nc1ccc(C#N)cc1, fitness:0.00996188740511
CC(=O)Nc1c(F)cccc1-c1nnnn1-c1ccccc1, fitness:0.216740198395
Cc1ccc(S(=O)(=O)NCCc2cscn2)c(C)c1, fitness:0.131598929882
COc1ccccc1NC(=O)Cc1ccc(F)cc1, fitness:0.00768029487724
Cc1ccc(NC(=O)CCn2cccn2)cc1S(C)(=O)=O, fitness:2.19219435007
CC(=O)Nc1ccc(CNC(=O)c2cc(-c3cccs3)n[nH]2)cc1, fitness:1.1366910045
CC1CCCN1C(=O)CCn1cnc2sccc2c1=O, fitness:1.0988342221
Cc1ccc(NC(=O)Cc2csc(N3CCCC3=O)n2)cc1, fitness:1.52371446317
CC(=O)Nc1ccc(C(=O)NCc2cccs2)cc1, fitness:0.0130957954146
CCN(Cc1ccc(Cl)cc1)C(=O)CNC(=O)c1cccs1, fitness:0.325058791246
CCC(=O)NCc1ccc(C(=O)N2CCOCC2)s1, fitness:0.081808605564
CCn1nccc1C(=O)NCc1ccnc(OC2CCCC2)c1, fitness:1.38658671333
CCN(Cc1ccccc1)C(=O)C1CC(=O)N(c2cccnc2)C1, fitness:0.889348785859
CCN(Cc1ccccc1)C(=O)c1cc2c([nH]c1=O)CCCC2=O, fitness:0.788964604609
Cc1ccc(CNC(=O)c2cccc3ncccc23)cc1, fitness:0.0952306646848
Cc1ccc(NC(=O)NCc2nc(-c3cnccn3)cs2)cc1C, fitness:1.65787408494
Cc1ccc(NC(=O)CCn2cnc3ccsc3c2=O)cc1, fitness:1.70426864986
Cc1ccc(F)c(NC(=O)Cc2cnn(-c3ccccc3)c2)c1, fitness:1.41266278675
CCN(Cc1cccc(NC(=O)c2cccs2)c1)C(C)=O, fitness:0.444340660485
CCn1nccc1C(=O)Nc1ccc(OCC2CCCCO2)cc1, fitness:1.0959889591
Cc1ccc(NC(=O)CC2C(=O)Nc3ccccc32)c2cccnc12, fitness:1.25431614238
CC(=O)Nc1ccc(CC(=O)Nc2ccccc2C#N)cc1, fitness:0.030465836624
Cc1noc(C2CCN(C(=O)CC3=CCCCC3)C2)n1, fitness:0.883821920849
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1N1CCCC1=O, fitness:1.14545167267
Cc1cc(C(=O)NCc2ccccn2)ccc1-n1cnnn1, fitness:1.61431033808
C#CCNC(=O)c1cccc(NCc2cccs2)c1, fitness:0.244571584687
CCN(Cc1ccccc1)C(=O)c1cc(=O)[nH]c2c1CC=CC2=O, fitness:0.682064842846
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(C)c1, fitness:0.0854684397859
Cc1ccc(C(=O)NCc2cnn(Cc3ccccc3)c2)c(O)c1, fitness:1.29792109137
Cc1cc(NCC(=O)NCc2ccccn2)nc2ccnn12, fitness:1.54627104038
CC(=O)Nc1ccc(CNc2cccc3ncccc23)cc1, fitness:0.245135448386
Cc1cc(NC(=O)C(C)n2ccccc2=O)cc2ncccc12, fitness:1.52472098222
CNC(=O)c1cccc(NC(=O)CC2C=CCC2)c1, fitness:0.223384744483
O=C(NCc1cccnc1)C1CC(=O)N(c2ccc(Cl)cc2)C1, fitness:0.920330196047
Cc1c2c([nH]c(=O)c1C(=O)NCc1cccs1)CCCC2, fitness:0.909558945919
N#Cc1ccc(NC(=O)NCC2(c3ccccc3)CC2)cc1, fitness:0.0383825630038
Cc1cccc(NC(=O)C2CC=CCC2C(=O)N2CCOCC2)c1, fitness:0.478328750436
Cc1ccc(NC(=O)NCc2cc3ccccn3n2)c(Cl)c1, fitness:1.35207608159
Cc1cc(-n2cnnn2)ccc1C(=O)NCC1CCOC1, fitness:1.1904653587
CC(C)OC(C)NC(=O)Nc1cc(F)cc(F)c1, fitness:4.73974020192e-05
Cc1ccc(CNS(=O)(=O)c2ccc3oc(=O)ccc3c2)cc1, fitness:0.0960266374441
N#Cc1ccc(NC(=O)Cc2noc3ccc(N)cc23)cc1, fitness:1.32443752854
Cc1cccc(C)c1NC(=O)N1CCNCC1(N)c1cnoc1, fitness:0.770201901531
Cc1ccc(NC(=O)c2cccc(OCC(F)F)n2)cc1, fitness:0.175594035144
Cc1cccc(CNC(=O)NCc2ccnc(OC3CCC3)c2)c1, fitness:1.28569566855
Cc1cc(NC(=O)c2cscc2CNC(=O)c2ccccc2)ccn1, fitness:1.31491467178
Cc1ccc(NC(=O)Cc2cc3ccccc3[nH]c2=O)cc1, fitness:0.114393329209
Cc1cccc(NC(=O)c2cnn(Cc3ccccc3)c2)c1C, fitness:0.517515148929
Cc1ccc(NC(=O)CCSc2ccccn2)c(F)c1, fitness:1.00791372277
CC1CC1C(=O)N1CCC(c2nc3sccc3c(=O)[nH]2)CC1, fitness:0.752109439333
Cc1ncsc1CN(C)C(=O)NCc1ccc2c(c1)OCCO2, fitness:1.32114091688
C=CCN(Cc1ccc(OC)cc1)C(=O)Nc1cccc(F)c1, fitness:1.15248935668
COc1ccc2c(c1C(=O)NCc1ccc(-n3ccnc3)cc1)OC=CO2, fitness:0.761682136981
CC(=O)Nc1ccc(NC(=O)c2cccc3ncccc23)cc1, fitness:0.0161227011249
C=CCN(Cc1ccccc1)C(=O)NCc1ccc(OC)nc1, fitness:0.0104855624854
Cc1ccc(NC(=O)CCn2nc3ccccn3c2=O)cc1, fitness:0.551125798391
COc1ccc(NC(=O)N(Cc2ccncc2)Cc2ccoc2)cc1, fitness:1.06508163953
COc1cc(NC(=O)NCc2c[nH]cn2)ccc1C, fitness:1.11762335706
COc1ccc(-n2cncc2SCC(=O)Nc2cncs2)cc1, fitness:0.794910577651
Cc1ccc(NC(=O)NCc2cnc3ccccn23)c(C)c1, fitness:1.59612276028
CCN(Cc1ccccc1)C(=O)NCc1ccnc(OC)c1, fitness:0.914907290569
COc1cc(NC(=O)CCn2ccc(C)n2)cc(OC)c1, fitness:0.100174340628
CCN(Cc1ccccc1)C(=O)NCc1cn2cc(Cl)ccc2n1, fitness:1.13733475313
COc1cccc(NC(=O)C2COc3ccccc3O2)c1, fitness:0.234080099788
Cc1c(O)cccc1NC(=O)NC(C)c1cnc2ccccn12, fitness:1.00596379044
Cc1cccc(NC(=O)NC(C)c2ccncc2)c1S(C)(=O)=O, fitness:0.208418361215
CCN(CC)C(=O)c1ccc(NCC(=O)NCc2ccoc2)cc1, fitness:0.000317901353715
COc1ccc(NC(=O)CCn2ccnc2)cc1NC(C)=O, fitness:1.53158134003
Cc1ccc(NC(=O)NCc2ccncc2)cc1S(C)(=O)=O, fitness:0.255602409698
COc1cc(OC)cc(C(=O)NCc2cnn3ccccc23)c1, fitness:0.630993848429
N#Cc1cccc(OCC(=O)NCc2cccc(-n3ccnc3)c2)c1, fitness:1.12692789198
CCN(Cc1ccccc1)C(=O)NCc1ncn(C)n1, fitness:0.28868596088
CSc1ccc(NC(=O)Cn2c(=O)cc[nH]c2=O)cc1, fitness:0.0486289512122
N#Cc1cccc(NC(=O)NCCc2cccnc2)c1, fitness:0.913807331601
COc1ccc(NC(=O)N(C)Cc2ccncc2)cc1OC, fitness:0.120844683354
Cc1cscc1C(=O)NCc1cccc(-n2ccnc2)c1, fitness:1.45527702251
O=C(NCc1ccccc1)c1cccc(-n2ccnc2)c1, fitness:0.189441055015
C=C(C)N(Cc1cccc(Cl)c1)C(=O)NCc1ccncc1, fitness:0.633317178551
Cc1sc2ncn(C)c(=O)c2c1C(=O)NCc1ccncc1, fitness:1.31714897368
COc1cc(OC)cc(C(=O)NCc2cnc3ccccn23)c1, fitness:0.678482483595
O=C(NCc1ccc(F)cc1)C1CC(=O)N(c2ccccc2)C1, fitness:0.154332629501
Cc1ccc(NC(=O)CSc2cc(N3CCOCC3)ncn2)cc1, fitness:1.48150987934
Cc1c(C(=O)NCc2ccncc2)cccc1-n1nnc2cccnc21, fitness:1.28168709851
Cc1ccc(NC(=O)NCc2cc(=O)[nH]c3ccccc23)c(C)c1, fitness:1.29545252483
COc1cc(NC(=O)Cc2cnc3ccccn23)cc(OC)c1, fitness:0.720811046564
COc1cc(OC)cc(C(=O)NC(C)c2cccnc2)c1, fitness:0.0422666243293
CC(=O)Nc1ccccc1C(=O)NCc1ccc2ccccc2c1, fitness:0.0287546186077
Cc1cccc(NC(=O)NCc2n[nH]cc2N)c1S(C)(=O)=O, fitness:1.03222037317
CCN(Cc1ccccc1)C(=O)NCc1ccnc(OC)c1, fitness:0.914907290569
C#CCN1CCN(C(=O)NCc2ccc(Br)cc2)CC1, fitness:0.0220255302483
CC(=O)Nc1ccc(NCc2ncc(C3CC3)s2)cc1, fitness:0.09299071562
Cc1ccc(NC(=O)NCc2ccncc2)c(C)c1, fitness:0.0178459690389
Cc1ccc(S(=O)(=O)NCc2cc(=O)[nH]c3ccccc23)cc1, fitness:0.103607575675
N#Cc1ccc(OCC(=O)NCc2ccc(-n3cncn3)cc2)cc1, fitness:0.795939347321
N#Cc1ccc(NC(=O)NCc2ccnc(OC3CCCC3)c2)cc1, fitness:1.28386352328
Cc1ccc(NC(=O)Cc2nc(N3CCC(=O)C3)cs2)c(C)c1, fitness:1.27316589639
Cc1cc(NC(=O)NCc2cnc3ccccn23)c2ncccc2c1, fitness:1.37525196947
CCn1c(SCC(=O)Nc2cncs2)nnc1-c1ccccc1, fitness:0.931672667152
Cc1cc(Cl)cc(NC(=O)CSc2cncn(C)c2=O)c1, fitness:1.30986731658
Cc1cc(Cl)ccc1NC(=O)CSc1ccncc1, fitness:0.0805953889285
CC(=O)Nc1cccc(F)c1C(=O)N(C(C)O)C1CCCCC1, fitness:0.577841793485
N#Cc1cccc(NC(=O)NCc2ccc(OC3CCCC3)nc2)c1, fitness:1.04900394078
Cc1ccc(NC(=O)N(Cc2cccnc2)CC2CCCO2)c(C)c1, fitness:1.15419486155
N#Cc1ccc(NC(=O)NCc2cc(OC3CCC3)ccn2)cc1, fitness:1.30943067777
CCn1ccc(C(=O)NCc2cc(=O)[nH]c3ccccc23)n1, fitness:1.43428706791
Cc1ccc(NC(=O)CCSc2ccccn2)c(F)c1, fitness:1.00791372277
COc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccccc2)cc1, fitness:0.066169491007
CCOC(=O)c1cccc(=O)n1Cc1ccccc1, fitness:0.00586527982229
O=C(NCc1ccccc1F)c1cccn2c(C(F)F)nnc12, fitness:0.78629142417
N#Cc1cccc(NC(=O)Cc2cccc(F)c2)c1Cl, fitness:0.123021161285
N#Cc1ccc(NC(=O)c2ccn(Cc3ccccc3)c(=O)c2)cc1, fitness:0.597941310094
CCn1cc(C(=O)NCc2cccc(OC3CCCC3)c2)cn1, fitness:1.20926657952
CN(C)C(=O)c1ccc(NCC(=O)N2CCCCCC2)cc1, fitness:-0.010276883937
Cc1cc(C)cc(NC(=O)NCc2cccnc2)c1, fitness:0.027847106923
Cc1cccc(C)c1NC(=O)CCn1cnc2sccc2c1=O, fitness:1.40384774492
CC1CC1C(=O)Nc1cccn(Cc2ccccc2)c1=O, fitness:0.0960281483376
CCc1ccc(NC(=O)c2cc(=O)[nH]c3ccccc23)cc1, fitness:0.112812227811
CC1CCCN(C(=O)CSc2nc(N)cc(N)n2)C1, fitness:0.125636490737
CC(=O)Nc1cccc(NC(=O)CSc2nc(C)cc(C)n2)c1, fitness:0.0320889810976
CC(C)Oc1ccc(C(=O)NCc2n[nH]cc2N)cc1, fitness:0.192141618219
Cc1ccc(NC(=O)NCc2ccccn2)cc1S(C)(=O)=O, fitness:1.29554556752
CC(C)Oc1ccc(NC(=O)CCC2CCCO2)cc1, fitness:0.361223376702
CC(=O)Nc1cccc(C)c1NCc1cnc2ccccn2c1=O, fitness:1.18290735483
Cc1ccc(CNC(=O)Cc2noc3ccccc23)o1, fitness:0.287815137717
O=C(NCc1ccccc1Cl)c1cccc(N2CCNC2=O)c1, fitness:0.993314411023
Cc1cc(O)ccc1NC(=O)NCC#Cc1ccccc1, fitness:0.153780776356
Cc1cc(NC(=O)CCNC(=O)c2ccsc2)c2ncccc2c1, fitness:1.35904976538
CCN(Cc1ccccc1)C(=O)NCc1cc(OC2CCC2)ccn1, fitness:0.0127848512173
CC(=O)N1CCC(CC(=O)Nc2cccc(Oc3cccnc3)c2)C1, fitness:1.07628525453
CCN(CC)S(=O)(=O)c1cccc(NC(=O)c2cncs2)c1, fitness:1.25826304725
COc1cc(OC)cc(C(=O)NCCc2c[nH]c3ccccc23)c1, fitness:0.363869797446
COc1cc(N)cc(C(=O)NCc2ccncc2)c1, fitness:0.0738035413477
O=C(NCCc1ccccc1)c1cccc(Oc2ncccn2)c1, fitness:0.258280840652
Cc1cc(Cl)ccc1NC(=O)NCc1cnn2ccccc12, fitness:1.53035483991
Cc1occc1C(=O)NCc1ccnc(-n2cccn2)c1, fitness:1.62508766407
N#Cc1cccc(NC(=O)NCc2ccccc2F)c1, fitness:0.0960730124201
CC(C)n1c(NCC(O)c2ccccc2)cncc1=O, fitness:0.035307509258
CCN(Cc1ccc(NCc2ccncc2)cc1)C(C)=O, fitness:0.0211491591449
Cc1c(C(=O)NCc2nncn2C2CC2)cc[nH]c1=O, fitness:1.12618869125
CC(NC(=O)Nc1ccc(C#N)cc1)c1ncc2ccccn12, fitness:1.01086011927
CC1=c2c(nc(C(=O)Nc3cccc(F)c3)[nH]c2=O)=CNC1, fitness:1.03596390132
Cc1cccc(-n2nnc3ccncc32)c1C(=O)NCc1cccnc1, fitness:1.19297555728
Cc1ccc(NC(=O)NCc2ccnn2C)c(Cl)c1, fitness:0.383559775069
O=C(NCc1cccs1)c1cccc(N2CCCC2=O)c1, fitness:1.11282409772
Cc1ccccc1CNC(=O)N1CCN(c2ncccn2)CC1, fitness:0.177657133484
Cc1cc(Cl)ccc1NC(=O)NCc1cc2ccccc2[nH]c1=O, fitness:1.21456407023
Cn1ccc(C(=O)Nc2ccc(C#N)cc2)cc1=O, fitness:0.0242949693786
Cc1cc(NC(=O)CCSc2nnnn2C)c2ncccc2c1, fitness:1.64604021039
Cc1cc(C)cc(NC(=O)CSc2nnc(-c3ccco3)n2C)c1, fitness:1.28124540227
O=C1CCCCN(CC(=O)NCc2ccc(OCC(F)F)cc2)C1, fitness:-0.00894470476823
Cc1cc(NC(=O)C2COc3ccccc3O2)c2ncccc2c1, fitness:1.15472415632
Cc1ccc(NC(=O)c2cnn(Cc3ccccc3)c2)c(C)c1, fitness:0.929212111365
CC(=O)Nc1ccc(C(=O)NCc2cnn(-c3ccccc3)c2)cc1, fitness:0.706234647942
CC(C)(Oc1cccc(F)c1)C(=O)Nc1ccc(C#N)cc1, fitness:0.228564975099
Cc1coc(C(=O)NCc2cccc(-n3cccn3)c2)c1, fitness:1.37083098039
Cc1cc(NC(=O)NCc2cn3ccccc3n2)ccc1F, fitness:1.80269869279
CC1CCCN(C(=O)Cn2c(=O)[nH]c3ccccc3c2=O)C1, fitness:0.847772445686
CC(=O)Nc1cccc(CNC(=O)c2ccncc2F)c1, fitness:0.915827830915
CC(=O)Nc1ccc(CNC(=O)c2ccc3ccccc3n2)cc1, fitness:0.185310924581
COc1cccc(C(=O)NCC2CN3CCCC3CO2)c1F, fitness:0.772487648766
Cc1c(F)cccc1NC(=O)c1n[nH]c2ccc(N)cc12, fitness:1.55044694154
Cc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1F, fitness:0.281623507454
COc1cccc(C(=O)NCc2cnn(-c3ccccc3)c2)c1F, fitness:1.04883466632
CC(=O)Nc1cc(CNc2ncnc3[nH]cnc23)ccc1F, fitness:1.12660880884
Cc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1F, fitness:0.281623507454
COc1cccc(C(=O)NCC2CN3CCCC3CO2)c1F, fitness:0.772487648766
Cc1cc(Cl)ccc1NC(=O)c1n[nH]c2ccccc12, fitness:0.235626850247
Cc1ccc(NC(=O)CSc2ncn[nH]2)cc1F, fitness:0.766707161237
Cc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1S(C)(=O)=O, fitness:1.21627707772
CC(=O)Nc1ccc(F)c(C(=O)Nc2cccc3ncccc23)c1, fitness:1.80796262205
COC(=O)c1ccc(F)c(NC(=O)c2cccc(C)n2)c1, fitness:0.313955293318
COC(=O)c1ccc(F)c(NC(=O)c2ccnc(C3CC3)c2)c1, fitness:1.3520493872
CC(C)NC(=O)C1CSc2nc(C(C)(C)C)cc(=O)n2C1, fitness:0.707611256084
CC(=O)Nc1ccc(F)c(C(=O)Nc2cccc3cnccc23)c1, fitness:1.54127338931
CC(C)NC(=O)c1cc(S(=O)(=O)NC2CC2)ccc1F, fitness:0.091788478171
CC(=O)Nc1cc(C(=O)Nc2cccc3ncccc23)ccc1C, fitness:0.689652428001
CC(=O)Nc1ccc(F)c(C(=O)Nc2cccc3cnccc23)c1, fitness:1.54127338931
CC(=O)Nc1cccc(C(=O)Nc2cc(C)cc3cccnc23)c1, fitness:0.914855650078
CC(=O)Nc1cccc(C(=O)Nc2cc(C)cc3cccnc23)c1, fitness:0.914855650078
CC(C)NC(=O)c1ccc(OCC(F)(F)F)c(F)c1, fitness:0.0026253810173
CC(C)(NC(=O)C1CSc2nccc(=O)n2C1)c1ccccc1F, fitness:0.852251901
C#CCNC(=O)c1ccc(OCC(F)(F)F)cc1, fitness:0.00041477425216
C#CCN1CCN(C(=O)c2ccc(OCC(F)(F)F)cc2)CC1, fitness:0.0664554564588
CC(C)Oc1cccc(NC(=O)c2cc3c([nH]c2=O)CCC3)c1, fitness:1.04216420176
CC(C)(C)NC(=O)COc1cccc(C(F)(F)F)c1, fitness:0.00098086087289
C#CCNC(=O)c1cccc(OCC(F)(F)F)c1, fitness:0.00427088553844
CC(=O)Nc1ccc(CNC(=O)c2ccc3ccccc3n2)cc1, fitness:0.185310924581
CC(=O)Nc1ccc(F)c(C(=O)NCc2ccnc(OC3CCCC3)c2)c1, fitness:1.30435725997
CC(C)NC(=O)c1nccc2c(N)cc(F)cc12, fitness:0.0471406336379
CC(=O)Nc1cccc(C(=O)Nc2ccc(C)c3ncccc23)c1, fitness:1.13496714976
CC(=O)Nc1cccc(C(=O)Nc2cccc3cccnc23)c1, fitness:0.123379834424
CC(C)NC(=O)c1cc(-c2ccccc2Cl)nc2ncnn12, fitness:1.29859580456
CC(=O)Nc1cccc(CNC(=O)c2ccc(C(F)(F)F)nc2)c1, fitness:1.10549878294
CC(=O)Nc1ccc(F)c(C(=O)NCc2ccncc2)c1, fitness:0.119684513931
CC(C)NC(=O)CSc1ncnc2ccc(Cl)cc12, fitness:0.361221173386
C#CCNC(=O)c1cccc(OCC(F)(F)F)c1, fitness:0.00427088553844
COC(=O)c1cccn(CC(=O)c2ccc(F)cc2)c1=O, fitness:0.0380961784569
CC(=O)Nc1ccc(O)c(C(=O)NCC(F)(F)F)c1, fitness:0.00196604657369
C#CCN1CCN(C(=O)c2cccc(OC(F)(F)F)c2)CC1, fitness:0.252205615395
Cc1ccc(NC(=O)CSc2nc(C3CC3)n[nH]2)c(Cl)c1, fitness:1.29898655766
COc1cccc(CNC(=O)c2cc3c([nH]c2=O)CCC3)c1, fitness:1.06154478199
COC(=O)c1cc(Cl)ccc1NC(=O)CC1C=CCC1, fitness:0.847192791644
COC(=O)CNC(=O)c1cc(F)cc(C(O)O)c1, fitness:0.00140614524644
Cc1ccc(NC(=O)NCc2ccncc2)cc1OCC(F)(F)F, fitness:1.46185342961
C#CCN1CCN(C(=O)c2ccccc2OCC2CC2)CC1, fitness:0.236374879864
CC(=O)Nc1ccc(CNC(=O)c2cccc3ccccc23)cc1, fitness:0.0352520287141
CC(C)NS(=O)(=O)c1ccc(CNC(=O)c2ccncc2F)cc1, fitness:1.05334937094
CC(=O)NCc1ccc(C(=O)NC2CCc3cccc(F)c32)cc1, fitness:0.611259790989
COc1cc(F)cc(C(=O)NC2CCCC(O)C2)c1, fitness:0.161131036274
CCN(Cc1ccccc1)C(=O)Cn1cccc(OC)c1=O, fitness:0.195820223389
CC(=O)Nc1cccc(CNC(=O)c2cccc3ncccc23)c1, fitness:1.82288301582
CC(C)NC(=O)Cn1cc(C(F)(F)F)cc(Cl)c1=O, fitness:0.00385814323109
CC(C)NC(=O)Cn1cc(C(F)(F)F)cc(Cl)c1=O, fitness:0.00385814323109
CC(C)NC(=O)Cn1cc2c(cc1=O)CCC=C2NCc1ccsc1, fitness:0.738711893162
CC(C)NC(=O)Cn1c(Cl)c(C(F)(F)F)ccc1=O, fitness:0.00208111254772
CC(C)NC(=O)Cn1cnc2c(-c3ccccc3F)csc2c1=O, fitness:0.990615995772
CC(=O)Nc1cccc(CNC(=O)c2cc3cc(Cl)ccc3o2)c1, fitness:1.10265268107
CC(C)NC(=O)CCNC(=O)c1ccc(Cl)cc1Cl, fitness:0.00188606430752
CC(C)NC(=O)COc1cccc(NC(=O)C2CC2)c1, fitness:0.295658527533
CC(C)NC(=O)Cn1ccc(C(F)(F)F)cc1=O, fitness:0.00158924637483
CC(C)NC(=O)Cn1c(C(F)(F)F)cccc1=O, fitness:0.000849172104236
CC(C)NC(=O)c1ccc(Cl)c(NCc2cncs2)c1, fitness:1.10300181502
CC(C)NC(=O)C(C)NC(=O)c1c(Cl)cccc1Cl, fitness:2.73195888029e-05
CC(C)n1ncc2cc(C(=O)NCc3ccccc3Cl)cnc21, fitness:1.25579478369
CC(C)n1cc(C(=O)NCC2CCOC2)c(=O)c2ccc(Cl)cc21, fitness:0.914457898054
CC(C)NC(=O)CCNC(=O)c1ccc(F)cc1Cl, fitness:0.00534865734002
CC(=O)NCCNC(=O)c1cccc(C(F)(F)F)c1, fitness:0.000371310909998
CC(C)NC(=O)c1ccc(NCc2cncs2)cc1F, fitness:1.2573764854
CC(C)NC(=O)c1cc(N2CCCC2)nc2ccccc12, fitness:0.214307739768
CC(C)NC(=O)Cn1c2c(ccc1=O)CC(OCC(F)(F)F)CC2, fitness:0.555370143271
CC(=O)Nc1c(O)cccc1C(=O)NCc1nc(N)n[nH]1, fitness:1.02349542612
CC(C)NC(=O)Cn1cnc2cc(Cl)ccc2c1=O, fitness:0.425328048026
CC(=O)Nc1cccc(CNC(=O)c2n[nH]c3ccccc23)c1, fitness:1.44259154815
CC(=O)Nc1cccc(CNC(=O)c2cccc3ncccc23)c1, fitness:1.82288301582
CC(=O)Nc1cccc(CNC(=O)c2cccc3ncccc23)c1, fitness:1.82288301582
CC(=O)Nc1cccc(CNC(=O)c2ccc(Cl)c3cccnc23)c1, fitness:1.51366706361
CC(=O)Nc1cccc(CNC(=O)c2cccc3ncccc23)c1, fitness:1.82288301582
CC(=O)Nc1cccc(CNC(=O)c2cccc3ncccc23)c1, fitness:1.82288301582
CC(=O)Nc1cccc(CNC(=O)c2cccc3ccc(C)nc23)c1, fitness:1.37314560652
CC(=O)Nc1cccc(CNC(=O)c2n[nH]c3cc(C)ccc23)c1, fitness:1.51259565741
